1,MM2,2024-01-23, 10:23,20.5,
2,MM2,2024-01-23, 10:23,20.5,
3,MM2,2024-01-23, 10:23,20.5,
4,MM2,2024-01-23, 10:23,20.5,
5,MM2,2024-01-23, 10:23,20.5,
        
10,MM1,2024-03-26,12:57,3,
10,MM1,2024-03-26,12:59,3,
10,MM1,2024-03-26,13:00,3,
10,MM1,2024-03-26,13:03,3,
10,MM2,2024-03-26,13:03,27,
